deprivation,covid,logspend,spend
53.462,0,2.4188911776040545,11.23
53.462,0,2.415800871986709,11.2
53.462,0,2.3358401608704327,10.34
53.462,0,2.174076457982357,8.79
53.462,0,2.614866806686416,13.67
53.462,0,2.4126282865078292,11.16
53.462,0,2.0940158934545754,8.12
53.462,0,2.2602994270537953,9.59
53.462,0,2.004060086847654,7.42
53.462,0,2.658703803218635,14.28
53.462,0,2.4410077170887203,11.48
53.462,0,2.371045701001656,10.71
53.462,0,2.266298684720388,9.64
53.462,0,2.367203645990796,10.67
53.462,0,2.1951353945131493,8.98
53.462,0,1.9695403302762362,7.17
53.462,0,2.503209722235382,12.22
53.462,0,2.3273723206817554,10.25
53.462,0,2.128113262260869,8.4
53.462,0,2.489106607559335,12.05
53.462,0,1.8786901077862834,6.54
53.462,0,2.1929158078969904,8.96
53.462,0,2.421449949224155,11.26
53.462,0,2.071594959237466,7.94
53.462,0,2.631159109063084,13.89
53.462,0,2.30907585548499,10.07
53.462,0,2.5722932163308125,13.1
53.462,0,2.404092160153123,11.07
53.462,0,2.1207482460147062,8.34
53.462,0,2.2044358060669995,9.07
53.462,0,2.067970590889461,7.91
53.462,0,2.2007526101940162,9.03
53.462,0,1.999267647417929,7.38
53.462,0,2.5710541905316475,13.08
53.462,0,2.2659707390142865,9.64
53.462,0,2.2503245644740906,9.49
53.462,0,1.9485517849223302,7.02
53.462,0,2.4345456634513636,11.41
53.462,0,2.1633130541864882,8.7
53.462,0,2.339722285827146,10.38
53.462,0,2.073420876099676,7.95
53.462,0,1.8232958846228744,6.19
53.462,0,2.2371061579839764,9.37
53.462,0,2.2324339834167044,9.32
53.462,0,2.270654883131096,9.69
53.462,0,1.9850625864739222,7.28
53.462,0,2.2240391544287545,9.24
21.955,0,2.3916777497876125,10.93
21.955,0,3.022364621623975,20.54
21.955,0,2.3988018920902223,11.01
21.955,0,2.4638678222200054,11.75
21.955,0,2.7597498482536893,15.8
21.955,0,2.557860953698026,12.91
21.955,0,2.4831226483491395,11.98
21.955,0,2.6437349681934053,14.07
21.955,0,3.0094351916295015,20.28
21.955,0,2.4117804261751292,11.15
21.955,0,2.606516176346352,13.55
21.955,0,2.5768245131963754,13.16
21.955,0,2.9358260933904927,18.84
21.955,0,3.0030864692876467,20.15
21.955,0,2.5685914255331492,13.05
21.955,0,2.984694994462726,19.78
21.955,0,2.615947154375059,13.68
21.955,0,2.540301407932956,12.68
21.955,0,2.5120605086891183,12.33
21.955,0,2.874447163654643,17.72
21.955,0,2.7911954425437844,16.3
21.955,0,2.354618920778248,10.53
21.955,0,2.624046348313151,13.79
21.955,0,2.589276651150433,13.32
21.955,0,2.5483301180175792,12.79
21.955,0,2.3729169101588776,10.73
21.955,0,2.6749001078026082,14.51
21.955,0,2.5597061030538364,12.93
21.955,0,2.7308703217666457,15.35
21.955,0,2.8987037261654827,18.15
21.955,0,2.4401941859884384,11.48
21.955,0,2.7492395060317794,15.63
21.955,0,2.857424489893466,17.42
21.955,0,2.874527028850092,17.72
21.955,0,2.9219778858068564,18.58
21.955,0,2.3939862525092725,10.96
21.955,0,2.121568164638643,8.34
21.955,0,2.5468441319022124,12.77
21.955,0,2.5483644448504528,12.79
21.955,0,3.1367074441661678,23.03
21.955,0,2.433427900272121,11.4
21.955,0,2.5719706871614707,13.09
21.955,0,2.6528672569714336,14.19
21.955,0,2.7178033305273335,15.15
21.955,0,2.5389567600422085,12.67
21.955,0,2.41960193895089,11.24
21.955,0,2.490865092446251,12.07
21.955,0,2.459531947513655,11.7
21.955,0,2.313220317159861,10.11
21.955,0,2.1654089032122585,8.72
21.955,0,2.420356022628095,11.25
21.955,0,2.503450603268668,12.22
21.955,0,2.7985536840462135,16.42
21.955,0,2.2971719884902444,9.95
21.955,0,2.7553317659453684,15.73
21.955,0,2.6876438390486856,14.7
21.955,0,2.6437333137412997,14.07
21.955,0,2.3377311331027952,10.36
21.955,0,2.8444209323655554,17.19
21.955,0,2.5494171163938537,12.8
21.955,0,2.940827339289921,18.93
21.955,0,2.5454395077485743,12.75
21.955,0,2.6802737268154826,14.59
21.955,0,2.711445277445726,15.05
21.955,0,2.573790432130295,13.12
21.955,0,2.6897767369296357,14.73
21.955,0,2.9584177198514103,19.27
21.955,0,2.6481399512790156,14.13
21.955,0,2.5099450305809783,12.3
21.955,0,2.6781807446469243,14.56
21.955,0,2.7466350808322133,15.59
21.955,0,2.8562167055202377,17.4
21.955,0,2.5771863962320354,13.16
21.955,0,2.8730810844250176,17.69
21.955,0,2.7334430136949823,15.39
21.955,0,2.6377435153053925,13.98
21.955,0,2.777042453067,16.07
21.955,0,2.7220522402812697,15.21
21.955,0,2.501578476882968,12.2
21.955,0,2.377506235101572,10.78
21.955,0,2.361531645309656,10.61
21.955,0,2.1289528998198226,8.41
21.955,0,2.711996409504769,15.06
21.955,0,2.3325810709494412,10.3
21.955,0,2.7299994599107333,15.33
21.955,0,2.3243607278812473,10.22
21.955,0,2.957636766638369,19.25
21.955,0,2.579489764285313,13.19
21.955,0,2.591219742754436,13.35
21.955,0,2.863267327771946,17.52
21.955,0,2.7868572220223493,16.23
21.955,0,2.6793121106125155,14.58
21.955,0,2.6400926984359705,14.01
21.955,0,2.5927777617651104,13.37
21.955,0,2.4717972234966856,11.84
21.955,0,2.4846699584327037,12
21.955,0,2.470218487002215,11.83
21.955,0,2.707189133755555,14.99
21.955,0,3.0478105611440163,21.07
21.955,0,2.3129944422880797,10.1
30.654,0,2.167453771142433,8.74
30.654,0,2.2611693109398177,9.59
30.654,0,2.59193204141819,13.36
30.654,0,2.462087880963119,11.73
30.654,0,2.377225088223053,10.77
30.654,0,2.400829774898102,11.03
30.654,0,2.17186378969713,8.77
30.654,0,2.287192912537308,9.85
30.654,0,2.3840126293572355,10.85
30.654,0,2.32767912564641,10.25
30.654,0,2.860048013764956,17.46
30.654,0,2.6065138643427668,13.55
30.654,0,2.071474852012466,7.94
30.654,0,2.2212022786269627,9.22
30.654,0,2.303863872054704,10.01
30.654,0,2.1235698279695048,8.36
30.654,0,1.9689925693421155,7.16
30.654,0,2.382580029844429,10.83
30.654,0,2.5121490183856223,12.33
30.654,0,2.203490289972837,9.06
30.654,0,2.507597761326326,12.28
30.654,0,2.1684925138422146,8.75
30.654,0,2.29191089689963,9.89
30.654,0,2.433690307173478,11.4
30.654,0,2.2883422235652557,9.86
30.654,0,2.473549606475152,11.86
30.654,0,2.213753914168402,9.15
30.654,0,2.1635591830497263,8.7
30.654,0,2.2921054530807505,9.9
30.654,0,2.160266872967165,8.67
30.654,0,2.30957358248198,10.07
30.654,0,2.4827194844284812,11.97
30.654,0,2.347987050086071,10.46
30.654,0,2.3491475469584473,10.48
30.654,0,2.410472166594153,11.14
30.654,0,2.123979476906666,8.36
30.654,0,2.634801035181233,13.94
30.654,0,2.5400721355312674,12.68
30.654,0,2.4353863087443766,11.42
30.654,0,2.5915980658679274,13.35
30.654,0,2.56224189453534,12.96
30.654,0,2.369725596097281,10.69
30.654,0,2.544729421387975,12.74
30.654,0,2.4648944633113254,11.76
30.654,0,2.640213811252397,14.02
30.654,0,2.304602978180439,10.02
30.654,0,1.818119688146273,6.16
30.654,0,2.3113727573636673,10.09
30.654,0,2.4979425702960785,12.16
30.654,0,2.5095854520615557,12.3
30.654,0,2.37636593283381,10.77
30.654,0,2.270533010705966,9.68
30.654,0,2.5069222682612335,12.27
30.654,0,2.503358189456892,12.22
30.654,0,2.4335133858092948,11.4
30.654,0,1.8566071442353922,6.4
30.654,0,2.040598158957997,7.7
30.654,0,2.087661421705776,8.07
30.654,0,2.118141866568948,8.32
30.654,0,2.647257231874331,14.12
30.654,0,2.149340376842717,8.58
30.654,0,2.4620644327051435,11.73
30.654,0,2.3476380514212365,10.46
30.654,0,2.3993026151096393,11.02
30.654,0,2.420735712876945,11.25
30.654,0,2.343694899266206,10.42
30.654,0,2.26522801691506,9.63
30.654,0,2.513373800568784,12.35
30.654,0,2.02111916235036,7.55
30.654,0,2.5142154361332993,12.36
30.654,0,2.3341222924257865,10.32
30.654,0,2.1826884649889613,8.87
30.654,0,2.3970544819120043,10.99
30.654,0,2.2980639150957534,9.95
30.654,0,1.9707807613519452,7.18
30.654,0,2.301471618680735,9.99
30.654,0,2.411180930973709,11.15
30.654,0,2.066588074530131,7.9
30.654,0,2.094148617412757,8.12
30.654,0,2.390101669429256,10.91
30.654,0,2.0795720800524027,8
30.654,0,2.1380057377965858,8.48
30.654,0,2.498397020039847,12.16
30.654,0,2.0504319989922135,7.77
30.654,0,2.5066344832202287,12.26
30.654,0,2.4194428009381994,11.24
30.654,0,2.3637804085219947,10.63
30.654,0,2.2849839140559136,9.83
30.654,0,2.3531599542588997,10.52
30.654,0,2.606553310328473,13.55
30.654,0,1.979950771721555,7.24
30.654,0,2.1383138283268224,8.49
30.654,0,2.269432639071466,9.67
30.654,0,2.1458287808674252,8.55
30.654,0,2.317416878331325,10.15
30.654,0,2.630365427623604,13.88
30.654,0,1.7797117619480105,5.93
30.654,0,2.177772013153781,8.83
30.654,0,2.0698560497917113,7.92
30.654,0,2.4214478136376227,11.26
32.826,0,2.197787782157847,9.01
32.826,0,2.059106573501684,7.84
32.826,0,2.2245268224580954,9.25
32.826,0,2.154913495856913,8.63
32.826,0,2.2387732991293707,9.38
32.826,0,2.1295991471237543,8.41
32.826,0,2.294170537947849,9.92
32.826,0,2.4201910325045364,11.25
32.826,0,2.432136111723268,11.38
32.826,0,2.3865367802138544,10.88
32.826,0,2.493489471619028,12.1
32.826,0,2.3426413670933632,10.41
32.826,0,2.246571970926151,9.46
32.826,0,2.604317854308872,13.52
32.826,0,2.326049846272957,10.24
32.826,0,2.047895391085421,7.75
32.826,0,2.0698061978396005,7.92
32.826,0,2.458013055410515,11.68
32.826,0,2.472204199422294,11.85
32.826,0,2.618646644622461,13.72
32.826,0,2.333760237815544,10.32
32.826,0,2.411274094461517,11.15
32.826,0,2.098517449914126,8.15
32.826,0,2.1271951140672005,8.39
32.826,0,2.2525047507931473,9.51
32.826,0,2.2463667325886902,9.45
32.826,0,2.3615796844841204,10.61
32.826,0,2.187192848710249,8.91
32.826,0,2.257314442703708,9.56
32.826,0,2.49307492139158,12.1
32.826,0,2.068050869515675,7.91
32.826,0,2.129686526048318,8.41
32.826,0,2.306059675969083,10.03
32.826,0,2.8174341646860706,16.73
32.826,0,2.0015754603661136,7.4
32.826,0,2.3829096936493044,10.84
32.826,0,2.1270594525772335,8.39
32.826,0,2.035433470207975,7.66
32.826,0,2.1323686667690427,8.43
32.826,0,2.011319595088197,7.47
32.826,0,2.423300876631571,11.28
32.826,0,2.1801958432926534,8.85
32.826,0,2.031317206851259,7.62
32.826,0,2.227993027621424,9.28
32.826,0,2.329198346197942,10.27
32.826,0,2.5014752716272857,12.2
32.826,0,2.5197601753469145,12.43
32.826,0,2.209283606647868,9.11
32.826,0,2.432523510700748,11.39
32.826,0,2.2754817457347727,9.73
32.826,0,2.522296007863246,12.46
32.826,0,1.8132887183658084,6.13
32.826,0,2.0743887953294844,7.96
32.826,0,2.19439508407017,8.97
32.826,0,2.5795352918363124,13.19
32.826,0,2.2410222941720956,9.4
32.826,0,2.6150933268739966,13.67
32.826,0,2.235826057654143,9.35
32.826,0,2.2465627723672403,9.46
32.826,0,2.1709447294699196,8.77
32.826,0,2.444273290783224,11.52
32.826,0,2.9820615576226306,19.73
32.826,0,2.222099417777891,9.23
32.826,0,2.488602987500403,12.04
32.826,0,2.4689205650255692,11.81
32.826,0,2.333154934547581,10.31
32.826,0,2.2215211827488575,9.22
32.826,0,2.6950380002266687,14.81
32.826,0,2.4928603863773877,12.1
32.826,0,2.4492741153882633,11.58
32.826,0,2.357433311327257,10.56
32.826,0,2.429835759765391,11.36
32.826,0,2.453237953597772,11.63
32.826,0,2.573681531619359,13.11
32.826,0,2.373485140882011,10.73
32.826,0,2.4688626994967047,11.81
32.826,0,2.121012749153029,8.34
32.826,0,2.089211930391862,8.08
32.826,0,2.4565738742817196,11.66
32.826,0,2.072314471760435,7.94
32.826,0,2.2755950882969165,9.73
32.826,0,2.001289586773826,7.4
32.826,0,2.2516541450182097,9.5
32.826,0,2.7963201156778132,16.38
32.826,0,2.210091454838077,9.12
32.826,0,2.5243812695484102,12.48
32.826,0,2.3806383883472684,10.81
32.826,0,2.1149055198930515,8.29
32.826,0,2.293675208972051,9.91
32.826,0,2.1053925340958566,8.21
32.826,0,1.8603518517442563,6.43
32.826,0,2.054949314114091,7.81
32.826,0,2.166240515610298,8.73
32.826,0,2.306787122103472,10.04
32.826,0,2.320883127294728,10.18
32.826,0,2.6238661885975008,13.79
32.826,0,2.1517833368335184,8.6
32.826,0,2.2257009789656896,9.26
32.826,0,2.458350096495387,11.69
32.826,0,2.1946305660733283,8.98
26.108,0,2.828204047448784,16.92
26.108,0,2.494439388989075,12.11
26.108,0,2.5647944382827297,13
26.108,0,2.3452923912541435,10.44
26.108,0,2.2401675139658286,9.39
26.108,0,2.428120499975248,11.34
26.108,0,2.1720710673516743,8.78
26.108,0,2.282603843853695,9.8
26.108,0,2.301475508566015,9.99
26.108,0,2.2588234406896843,9.57
26.108,0,2.371698292746466,10.72
26.108,0,3.1736071332320024,23.89
26.108,0,2.5926040711697453,13.36
26.108,0,2.6063250002260125,13.55
26.108,0,2.528063293542931,12.53
26.108,0,2.6964744723300935,14.83
26.108,0,2.6069022058177005,13.56
26.108,0,1.9303602166422855,6.89
26.108,0,2.45569203447157,11.65
26.108,0,2.162072811444413,8.69
26.108,0,2.741357222446588,15.51
26.108,0,2.267055825280479,9.65
26.108,0,2.6271180890139414,13.83
26.108,0,2.5900897049189133,13.33
26.108,0,2.866781548826405,17.58
26.108,0,1.9281576606720245,6.88
26.108,0,2.3002143574750127,9.98
26.108,0,2.7095628420577995,15.02
26.108,0,2.2194211701092406,9.2
26.108,0,2.2012027235295175,9.04
26.108,0,2.80326137213551,16.5
26.108,0,2.5191112792603274,12.42
26.108,0,2.230607446699137,9.31
26.108,0,2.805949897695021,16.54
26.108,0,2.1338358899935157,8.45
26.108,0,2.2266143461569987,9.27
26.108,0,2.3557661290667267,10.55
26.108,0,2.2496361825628455,9.48
26.108,0,2.6465204415530756,14.1
26.108,0,2.3902488086990066,10.92
26.108,0,2.59282848544683,13.37
26.108,0,2.3422613682528217,10.4
26.108,0,2.4095037557010364,11.13
26.108,0,2.481963765442556,11.96
26.108,0,2.4572068764764436,11.67
26.108,0,2.192757900806598,8.96
26.108,0,2.2768131655360335,9.75
26.108,0,2.469897539206233,11.82
26.108,0,2.5637646499060844,12.98
26.108,0,2.505053780652281,12.24
26.108,0,2.394835188282703,10.97
26.108,0,2.723708321542414,15.24
26.108,0,2.803999246147704,16.51
26.108,0,2.4462795623246496,11.55
26.108,0,2.1371921489095596,8.48
26.108,0,2.521131249250957,12.44
26.108,0,2.4035711473354677,11.06
26.108,0,2.476764937344469,11.9
26.108,0,2.455928910872667,11.66
26.108,0,2.5843834382485142,13.26
26.108,0,2.588274730209932,13.31
26.108,0,2.3746964150883176,10.75
26.108,0,2.2107765487699678,9.12
26.108,0,2.2009778026515168,9.03
26.108,0,2.0771809822432465,7.98
26.108,0,2.4554142124604366,11.65
26.108,0,2.2628964741902657,9.61
26.108,0,2.4295982023509968,11.35
26.108,0,2.5161342517719265,12.38
26.108,0,2.4805378622942817,11.95
26.108,0,2.1434524230498804,8.53
26.108,0,2.1870407111019228,8.91
26.108,0,2.3746860373439627,10.75
26.108,0,2.2428384716827208,9.42
26.108,0,2.835249591680092,17.03
26.108,0,2.8484527337933683,17.26
26.108,0,2.491684076096371,12.08
26.108,0,2.7193281139800125,15.17
26.108,0,2.5277013686196126,12.52
26.108,0,2.4104838453821507,11.14
26.108,0,2.511295288654793,12.32
26.108,0,2.5545155671542092,12.87
26.108,0,2.1719907352359735,8.78
26.108,0,2.429632025760687,11.35
26.108,0,2.2800515277457647,9.78
26.108,0,2.3821159627342543,10.83
26.108,0,2.809584565331589,16.6
26.108,0,2.69130360029225,14.75
26.108,0,2.291749528352386,9.89
26.108,0,2.1175164905268207,8.31
26.108,0,2.143624461847829,8.53
26.108,0,2.4148338234359867,11.19
26.108,0,2.792080739163271,16.31
26.108,0,2.4328973164020358,11.39
26.108,0,1.9804821377237085,7.25
26.108,0,2.1448036048026813,8.54
26.108,0,2.286336822446459,9.84
26.108,0,2.5626141769706914,12.97
26.108,0,2.559044423295621,12.92
26.108,0,2.658202073214637,14.27
44.598,0,2.242962252588886,9.42
44.598,0,2.184350602259054,8.88
44.598,0,2.302301783501532,10
44.598,0,1.880060861990642,6.55
44.598,0,2.0614000698051678,7.86
44.598,0,2.453936855777814,11.63
44.598,0,2.4525559873152085,11.62
44.598,0,2.307289450844218,10.05
44.598,0,2.2773242965566904,9.75
44.598,0,2.2886440885560586,9.86
44.598,0,2.258539939880009,9.57
44.598,0,2.7237292888243925,15.24
44.598,0,2.6754582691129065,14.52
44.598,0,2.429724676216777,11.36
44.598,0,2.153360572400773,8.61
44.598,0,2.253305367306778,9.52
44.598,0,2.6474707225035874,14.12
44.598,0,2.4645408861484692,11.76
44.598,0,2.329967864222982,10.28
44.598,0,1.9606998447957233,7.1
44.598,0,2.5025099523870575,12.21
44.598,0,2.425076489791962,11.3
44.598,0,2.0518945536864095,7.78
44.598,0,2.067440962404,7.9
44.598,0,2.2769310422288545,9.75
44.598,0,2.077471905823718,7.98
44.598,0,2.053433098418106,7.79
44.598,0,2.265442032318929,9.64
44.598,0,2.2481703573680973,9.47
44.598,0,2.138103839154144,8.48
44.598,0,2.2529233172421024,9.52
44.598,0,2.1737912296991713,8.79
44.598,0,1.9714853180303622,7.18
44.598,0,2.423096638279754,11.28
44.598,0,2.3161328977336764,10.14
44.598,0,2.389011872359882,10.9
44.598,0,2.2583862732573032,9.57
44.598,0,1.9603434169072018,7.1
44.598,0,2.4808200946149457,11.95
44.598,0,2.298232353044017,9.96
44.598,0,2.181950238677274,8.86
44.598,0,2.2964722652929623,9.94
44.598,0,2.162291571413419,8.69
44.598,0,2.5398163734316346,12.68
44.598,0,2.212759142569172,9.14
44.598,0,2.0565538165804953,7.82
44.598,0,2.1390931454371187,8.49
44.598,0,1.8830072185460482,6.57
44.598,0,2.2369716662429187,9.36
44.598,0,2.114530544138247,8.29
44.598,0,2.1875272770472045,8.91
44.598,0,2.1463459901203445,8.55
44.598,0,2.1874988572575,8.91
44.598,0,2.323404730516521,10.21
44.598,0,2.256669586672383,9.55
44.598,0,2.1354329913787646,8.46
44.598,0,2.278503191535421,9.76
44.598,0,1.9564476094717655,7.07
44.598,0,2.3946726935025793,10.96
44.598,0,2.188345163952301,8.92
44.598,0,2.108657163844175,8.24
44.598,0,1.8434113387025393,6.32
44.598,0,2.482275587936911,11.97
44.598,0,2.225185873774764,9.26
44.598,0,2.271019727461051,9.69
44.598,0,2.348177405295647,10.47
44.598,0,2.2883967396623173,9.86
44.598,0,2.361381514128707,10.61
44.598,0,2.2071438696314507,9.09
44.598,0,2.286192602549819,9.84
44.598,0,2.4203961684101882,11.25
44.598,0,2.204563026615024,9.07
44.598,0,2.2298541070495066,9.3
44.598,0,2.3773604816997507,10.78
44.598,0,2.3591351842263126,10.58
44.598,0,2.079493927487128,8
44.598,0,2.197349316651347,9
44.598,0,2.5948787997468252,13.39
44.598,0,2.4081041902091727,11.11
44.598,0,2.1885511007397116,8.92
44.598,0,2.3919023503356707,10.93
44.598,0,2.3165476712587822,10.14
44.598,0,2.1804247312499703,8.85
44.598,0,2.305534371630407,10.03
44.598,0,1.9434267357840584,6.98
44.598,0,2.328915454379471,10.27
44.598,0,2.4772071572305028,11.91
44.598,0,2.2678734476821725,9.66
44.598,0,2.172675641168973,8.78
44.598,0,2.153830691850261,8.62
44.598,0,2.6256143139164667,13.81
44.598,0,2.400000144076132,11.02
44.598,0,2.6210831911177515,13.75
44.598,0,2.592444410829328,13.36
44.598,0,2.2148005079889157,9.16
44.598,0,2.1720383780692787,8.78
44.598,0,2.1128322586944623,8.27
44.598,0,1.894013878596151,6.65
44.598,0,2.3294218241525826,10.27
44.598,0,2.248567081710235,9.47
32.679,0,2.429199124799875,11.35
32.679,0,2.6011911336245084,13.48
32.679,0,2.320752743247477,10.18
32.679,0,2.205179663834406,9.07
32.679,0,2.2741456863154217,9.72
32.679,0,1.989368596669691,7.31
32.679,0,2.312009776800942,10.09
32.679,0,2.287818495724059,9.85
32.679,0,2.3064617784053616,10.04
32.679,0,2.497063216986535,12.15
32.679,0,2.049887221254177,7.77
32.679,0,2.2229579096260297,9.23
32.679,0,2.1948436288354243,8.98
32.679,0,2.3113834212891047,10.09
32.679,0,2.3295692582560648,10.27
32.679,0,2.2394043120337948,9.39
32.679,0,2.0806275778932264,8.01
32.679,0,1.9471930717640331,7.01
32.679,0,2.3841478987692053,10.85
32.679,0,1.9451941816200884,6.99
32.679,0,2.5943744199242245,13.39
32.679,0,2.62434283756483,13.8
32.679,0,2.1817053886366145,8.86
32.679,0,2.301720030469092,9.99
32.679,0,1.986101012999595,7.29
32.679,0,1.8080503201257667,6.1
32.679,0,2.2635783368160953,9.62
32.679,0,2.1058239964982746,8.21
32.679,0,2.3774673451852895,10.78
32.679,0,2.366758460968437,10.66
32.679,0,2.1900994067614956,8.94
32.679,0,2.081787206935482,8.02
32.679,0,2.0696393882396373,7.92
32.679,0,2.6058328159116844,13.54
32.679,0,2.2024458961079603,9.05
32.679,0,2.466252236715298,11.78
32.679,0,2.243969101131817,9.43
32.679,0,2.060309860364099,7.85
32.679,0,2.203188362225613,9.05
32.679,0,2.309674644829895,10.07
32.679,0,2.2607973308313016,9.59
32.679,0,2.341531430019083,10.4
32.679,0,2.406829609113675,11.1
32.679,0,2.316462275781866,10.14
32.679,0,2.143312601276817,8.53
32.679,0,2.0884759478828636,8.07
32.679,0,2.6218350253161082,13.76
32.679,0,2.365986237223488,10.65
32.679,0,2.3851500165667066,10.86
32.679,0,2.349590808026792,10.48
32.679,0,2.119920397427645,8.33
32.679,0,2.6944824337716256,14.8
32.679,0,2.661240304807291,14.31
32.679,0,1.955530603629709,7.07
32.679,0,2.522559957071429,12.46
32.679,0,2.130620378912553,8.42
32.679,0,2.109263026643871,8.24
32.679,0,2.2405678797794386,9.4
32.679,0,2.3290304258883068,10.27
32.679,0,2.197204318075102,9
32.679,0,2.681815743357232,14.61
32.679,0,1.9773542120504313,7.22
32.679,0,2.627843909448517,13.84
32.679,0,2.4172527179126915,11.22
32.679,0,2.131709931318258,8.43
32.679,0,2.3202886487849312,10.18
32.679,0,2.514389209752483,12.36
32.679,0,2.244647711057558,9.44
32.679,0,2.3993119693840343,11.02
32.679,0,2.2026433528534968,9.05
32.679,0,2.3033666624537785,10.01
32.679,0,2.662316327186188,14.33
32.679,0,2.5117030215876057,12.33
32.679,0,2.364438323609735,10.64
32.679,0,2.2034410723145315,9.06
32.679,0,2.115672033573988,8.3
32.679,0,2.2132108896601452,9.15
32.679,0,2.0205041131971475,7.54
32.679,0,2.0232622310570703,7.56
32.679,0,2.0538067734482146,7.8
32.679,0,2.1363810197978563,8.47
32.679,0,2.06108167806885,7.85
32.679,0,2.1809378497198124,8.85
32.679,0,2.240344582436094,9.4
32.679,0,2.302225313276903,10
32.679,0,2.491324720946188,12.08
32.679,0,2.1343314715672514,8.45
32.679,0,2.086180587813314,8.05
32.679,0,2.3486409187513333,10.47
32.679,0,2.3933260864645507,10.95
32.679,0,2.2590841698501203,9.57
32.679,0,1.7533017421224175,5.77
32.679,0,2.2141648926649804,9.15
32.679,0,2.010775654194241,7.47
32.679,0,2.281824181696385,9.79
32.679,0,2.085136955969487,8.05
32.679,0,2.1627852737286637,8.7
32.679,0,2.6338810885097046,13.93
32.679,0,2.1148362754324714,8.29
32.679,0,2.3646944303014137,10.64
38.477,0,2.029070123100322,7.61
38.477,0,2.384989447288446,10.86
38.477,0,2.077313384189506,7.98
38.477,0,2.3733166248317565,10.73
38.477,0,2.409228653144412,11.13
38.477,0,2.438984304301126,11.46
38.477,0,2.5898354459822355,13.33
38.477,0,2.027524068642947,7.6
38.477,0,2.111253474829232,8.26
38.477,0,2.3941370162475977,10.96
38.477,0,2.214681774068921,9.16
38.477,0,2.216751445556512,9.18
38.477,0,2.1390347772607203,8.49
38.477,0,2.2288345126525098,9.29
38.477,0,2.630731360101733,13.88
38.477,0,2.2440185632124057,9.43
38.477,0,2.0542931695501063,7.8
38.477,0,2.3254828458709644,10.23
38.477,0,2.0550775300664013,7.81
38.477,0,2.7215335993810896,15.2
38.477,0,2.1114518230668406,8.26
38.477,0,1.9758931349140794,7.21
38.477,0,2.316323476285393,10.14
38.477,0,2.263235911395316,9.61
38.477,0,1.7483620114112282,5.75
38.477,0,2.375402650516683,10.76
38.477,0,2.3661486275424592,10.66
38.477,0,1.883286599921368,6.58
38.477,0,2.57151800172521,13.09
38.477,0,2.18484217917712,8.89
38.477,0,2.5451556146370824,12.75
38.477,0,2.1822142071526898,8.87
38.477,0,2.6545430095262468,14.22
38.477,0,2.272474800338183,9.7
38.477,0,2.3736890486905766,10.74
38.477,0,1.9415946897453094,6.97
38.477,0,2.21675699586314,9.18
38.477,0,2.191973754024722,8.95
38.477,0,2.475909294187564,11.89
38.477,0,2.8135673528773735,16.67
38.477,0,2.0317567116188617,7.63
38.477,0,2.3193974283301664,10.17
38.477,0,2.2874669494465842,9.85
38.477,0,2.1349340254087013,8.46
38.477,0,2.1103563217591277,8.25
38.477,0,2.602318759868041,13.49
38.477,0,2.322979797126411,10.21
38.477,0,2.3107429646161255,10.08
38.477,0,1.8608413243191981,6.43
38.477,0,2.6624223552413735,14.33
38.477,0,2.257418930406101,9.56
38.477,0,2.6551632046081384,14.23
38.477,0,1.8475786023078566,6.34
